ShipmentID,OrderDate,Warehouse,Carrier,ProductCategory,Units,ShippingCost,DistanceMiles,PromisedDays,ActualDays,LateFlag
SH805798,2025-07-21,Dallas,FastShip,Health,156,1209.47,611,3,2,False
SH805799,2025-02-05,New Jersey,RoadRunner,Electronics,389,257.61,505,10,12,True
SH805800,2025-12-22,New Jersey,RoadRunner,Health,118,378.36,2735,2,6,True
SH805801,2025-02-12,Dallas,RoadRunner,Home,46,791.32,2423,3,7,True
SH805802,2025-10-15,Chicago,BlueFreight,Electronics,188,399.53,655,2,6,True
SH805803,2025-08-30,New Jersey,FastShip,Electronics,427,1163.34,2114,2,1,False
SH805804,2025-09-22,Chicago,NorthStar,Apparel,11,976.5,1400,10,10,False
SH805805,2025-11-18,Chicago,BlueFreight,Home,453,1198.39,1220,7,10,True
SH805806,2025-01-09,Dallas,BlueFreight,Apparel,375,889.06,357,10,14,True
SH805807,2025-12-25,Dallas,NorthStar,Electronics,432,1016.51,607,10,11,True
SH805808,2025-02-14,Chicago,BlueFreight,Electronics,379,950.67,2616,3,4,True
SH805809,2025-10-19,Chicago,NorthStar,Electronics,172,715.38,391,2,6,True
SH805810,2025-04-24,LA,BlueFreight,Health,282,1063.49,312,3,4,True
SH805811,2025-06-16,New Jersey,FastShip,Apparel,43,68.61,330,2,2,False
SH805812,2025-03-07,LA,RoadRunner,Apparel,270,882.96,304,2,6,True
SH805813,2025-03-10,Chicago,RoadRunner,Health,43,225.73,2488,5,6,True
SH805814,2025-01-30,LA,RoadRunner,Home,286,542.89,1916,7,9,True
SH805815,2025-10-27,LA,RoadRunner,Electronics,300,1488.54,2333,10,12,True
SH805816,2025-01-04,Chicago,BlueFreight,Electronics,145,1355.1,172,2,3,True
SH805817,2025-11-06,Chicago,FastShip,Apparel,357,979.84,561,7,10,True
SH805818,2025-02-02,Chicago,BlueFreight,Health,291,10.96,1715,10,12,True
SH805819,2025-06-07,Dallas,BlueFreight,Apparel,3,624.86,2473,5,8,True
SH805820,2025-01-11,New Jersey,RoadRunner,Home,306,627.72,535,10,9,False
SH805821,2025-02-11,LA,FastShip,Office,461,337.32,2406,5,6,True
SH805822,2025-05-30,Chicago,FastShip,Apparel,351,201.46,2088,10,14,True
SH805823,2025-10-07,Atlanta,BlueFreight,Home,47,891.59,1189,3,7,True
SH805824,2025-03-04,LA,FastShip,Office,265,1295.43,1578,5,4,False
SH805825,2025-08-29,New Jersey,RoadRunner,Health,111,423.98,1182,2,1,False
SH805826,2025-01-13,Chicago,RoadRunner,Home,109,1041.85,2621,7,6,False
SH805827,2025-08-08,New Jersey,RoadRunner,Office,438,846.94,2102,2,2,False
SH805828,2025-05-27,Dallas,FastShip,Health,313,1484.2,1863,10,9,False
SH805829,2025-05-28,Atlanta,FastShip,Office,203,184.72,34,3,7,True
SH805830,2025-01-12,New Jersey,RoadRunner,Health,78,1494.95,2165,3,7,True
SH805831,2025-05-30,LA,RoadRunner,Apparel,147,1361.96,2363,2,4,True
SH805832,2025-08-13,Chicago,RoadRunner,Electronics,152,1139.99,955,3,5,True
SH805833,2025-08-09,New Jersey,NorthStar,Health,204,1175.98,2397,5,8,True
SH805834,2025-04-25,LA,FastShip,Office,111,688.88,1335,3,3,False
SH805835,2025-08-20,LA,RoadRunner,Health,325,746.34,1648,5,7,True
SH805836,2025-03-05,Dallas,NorthStar,Health,425,606.16,94,10,13,True
SH805837,2025-03-10,LA,BlueFreight,Health,386,391.68,2563,10,9,False
SH805838,2025-08-22,New Jersey,NorthStar,Office,294,115.8,2466,2,2,False
SH805839,2025-03-27,Dallas,NorthStar,Apparel,356,40.05,813,3,4,True
SH805840,2025-04-19,New Jersey,BlueFreight,Apparel,488,79.73,1546,3,4,True
SH805841,2025-02-25,LA,BlueFreight,Apparel,265,464.05,215,7,7,False
SH805842,2025-03-30,New Jersey,NorthStar,Office,84,480.21,995,3,7,True
SH805843,2025-08-22,Atlanta,BlueFreight,Apparel,190,1212.57,2308,10,9,False
SH805844,2025-07-07,Atlanta,RoadRunner,Apparel,425,1103.48,1236,2,6,True
SH805845,2025-05-14,LA,RoadRunner,Office,127,968.66,2257,5,8,True
SH805846,2025-01-21,Dallas,RoadRunner,Office,383,1310.38,2824,10,10,False
SH805847,2025-09-06,New Jersey,FastShip,Apparel,92,402.96,690,5,6,True
SH805848,2025-05-23,Dallas,RoadRunner,Office,315,1021.34,2677,7,6,False
SH805849,2025-10-20,Chicago,NorthStar,Office,276,430.11,364,2,3,True
SH805850,2025-01-25,LA,NorthStar,Apparel,104,863.26,667,10,11,True
SH805851,2025-02-09,New Jersey,RoadRunner,Home,242,306.69,2614,3,2,False
SH805852,2025-08-05,New Jersey,RoadRunner,Home,460,1498.41,1115,7,9,True
SH805853,2025-04-30,New Jersey,NorthStar,Apparel,170,1321.79,970,10,14,True
SH805854,2025-03-03,New Jersey,BlueFreight,Electronics,281,507.49,223,3,7,True
SH805855,2025-10-19,Atlanta,FastShip,Health,198,394.91,1555,7,9,True
SH805856,2025-07-23,New Jersey,BlueFreight,Health,111,716.73,2854,3,6,True
SH805857,2025-09-07,New Jersey,FastShip,Office,169,267.22,2709,10,9,False
SH805858,2025-10-17,Chicago,RoadRunner,Electronics,86,764.26,2787,3,5,True
SH805859,2025-12-12,Chicago,FastShip,Health,87,1228.55,771,7,10,True
SH805860,2025-12-12,Chicago,NorthStar,Electronics,36,1370.37,266,10,10,False
SH805861,2025-09-03,Dallas,RoadRunner,Home,251,24.52,1192,10,11,True
SH805862,2025-04-18,New Jersey,FastShip,Apparel,396,381.94,133,5,5,False
SH805863,2025-06-30,New Jersey,FastShip,Office,217,236.86,2795,3,4,True
SH805864,2025-06-02,Dallas,FastShip,Electronics,160,1147.15,1777,10,12,True
SH805865,2025-08-30,Dallas,FastShip,Office,292,587.33,601,10,10,False
SH805866,2025-12-14,Dallas,RoadRunner,Health,333,298.93,2490,3,5,True
SH805867,2025-06-14,Chicago,NorthStar,Home,180,1308.9,2419,3,7,True
SH805868,2025-12-30,Dallas,FastShip,Home,401,888.98,1365,10,13,True
SH805869,2025-07-04,Dallas,RoadRunner,Electronics,69,166.97,441,5,9,True
SH805870,2025-04-06,Atlanta,RoadRunner,Home,341,289.07,2361,2,6,True
SH805871,2025-10-17,New Jersey,BlueFreight,Health,386,1164.3,2520,5,8,True
SH805872,2025-05-01,Dallas,BlueFreight,Home,167,320.48,2920,7,9,True
SH805873,2025-10-17,Atlanta,BlueFreight,Health,41,1465.77,1413,10,9,False
SH805874,2025-04-26,New Jersey,RoadRunner,Home,325,489.76,530,10,11,True
SH805875,2025-02-09,Chicago,BlueFreight,Office,170,1487.72,2389,3,3,False
SH805876,2025-04-17,Dallas,BlueFreight,Health,192,744.6,452,5,8,True
SH805877,2025-05-01,LA,FastShip,Office,7,282.79,613,7,11,True
SH805878,2025-04-14,Atlanta,FastShip,Home,224,1283.44,2714,7,10,True
SH805879,2025-10-25,LA,RoadRunner,Health,150,35.01,1309,3,2,False
SH805880,2025-11-02,Chicago,FastShip,Health,493,1172.13,2354,2,2,False
SH805881,2025-03-22,Dallas,NorthStar,Apparel,12,912.28,1129,7,7,False
SH805882,2025-05-05,New Jersey,RoadRunner,Health,160,129.47,1115,10,12,True
SH805883,2025-03-11,Chicago,BlueFreight,Office,406,1277.24,2984,3,6,True
SH805884,2025-08-18,Chicago,BlueFreight,Apparel,64,1355.74,1067,3,6,True
SH805885,2025-06-25,New Jersey,RoadRunner,Office,79,1062.93,2929,2,5,True
SH805886,2025-10-02,New Jersey,BlueFreight,Office,266,1451.96,1628,10,14,True
SH805887,2025-11-03,LA,RoadRunner,Electronics,457,1305.27,2858,2,5,True
SH805888,2025-07-15,Dallas,FastShip,Home,359,220.01,2761,3,3,False
SH805889,2025-05-01,New Jersey,FastShip,Office,397,346.78,2296,5,9,True
SH805890,2025-12-15,New Jersey,BlueFreight,Health,487,1092.59,109,2,2,False
SH805891,2025-04-03,Chicago,BlueFreight,Office,296,350.47,44,7,9,True
SH805892,2025-04-04,Chicago,NorthStar,Electronics,420,976.98,345,10,11,True
SH805893,2025-10-22,LA,FastShip,Office,184,269.76,244,7,6,False
SH805894,2025-02-11,New Jersey,FastShip,Electronics,281,945.56,1618,2,4,True
SH805895,2025-09-25,Chicago,FastShip,Electronics,25,1034.86,2164,3,6,True
SH805896,2025-07-08,Dallas,NorthStar,Electronics,469,562.5,1682,7,9,True
SH805897,2025-11-19,Chicago,NorthStar,Home,58,956.49,1067,2,5,True
SH805898,2025-08-06,Atlanta,RoadRunner,Electronics,218,993.87,1063,5,5,False
SH805899,2025-10-27,LA,NorthStar,Electronics,118,892.52,2107,10,12,True
SH805900,2025-05-26,Chicago,FastShip,Office,200,127.61,2700,10,13,True
SH805901,2025-03-30,Atlanta,RoadRunner,Home,341,643.14,2478,10,14,True
SH805902,2025-10-23,Chicago,NorthStar,Health,165,815.9,873,7,6,False
SH805903,2025-10-12,Atlanta,NorthStar,Office,420,185.01,505,10,14,True
SH805904,2025-04-01,LA,BlueFreight,Home,333,366.64,2102,7,7,False
SH805905,2025-11-05,Atlanta,BlueFreight,Office,151,147.25,2541,10,11,True
SH805906,2025-03-06,Chicago,NorthStar,Electronics,421,517.05,1232,5,5,False
SH805907,2025-10-14,LA,FastShip,Apparel,416,1337.19,2983,10,9,False
SH805908,2025-08-09,Dallas,BlueFreight,Health,446,73.5,2069,5,8,True
SH805909,2025-12-09,Atlanta,NorthStar,Office,435,574.83,1132,7,6,False
SH805910,2025-06-06,LA,NorthStar,Electronics,325,867.62,2933,3,3,False
SH805911,2025-12-03,Dallas,RoadRunner,Office,326,871.11,2364,2,3,True
SH805912,2025-05-05,Dallas,FastShip,Home,355,301.78,1715,5,7,True
SH805913,2025-09-06,New Jersey,FastShip,Office,230,353.13,2514,5,7,True
SH805914,2025-11-17,Dallas,NorthStar,Electronics,59,541.06,1548,3,3,False
SH805915,2025-07-28,Dallas,FastShip,Home,374,799.97,2988,2,2,False
SH805916,2025-02-16,LA,FastShip,Electronics,492,932.13,2333,2,3,True
SH805917,2025-04-01,LA,FastShip,Office,140,368.1,1612,7,9,True
SH805918,2025-12-08,Chicago,NorthStar,Apparel,4,282.44,807,5,7,True
SH805919,2025-06-04,LA,NorthStar,Office,54,844.6,1350,5,9,True
SH805920,2025-12-30,New Jersey,RoadRunner,Home,65,337.29,2099,10,11,True
SH805921,2025-04-27,Atlanta,FastShip,Home,274,411.43,1294,5,4,False
SH805922,2025-02-26,LA,BlueFreight,Office,342,228.33,1456,5,9,True
SH805923,2025-08-21,New Jersey,FastShip,Office,367,774.18,1998,2,5,True
SH805924,2025-04-16,Atlanta,RoadRunner,Electronics,360,292.38,1359,7,9,True
SH805925,2025-07-22,New Jersey,FastShip,Apparel,160,1494.07,1428,2,2,False
SH805926,2025-02-01,Atlanta,BlueFreight,Health,461,1045.02,204,2,3,True
SH805927,2025-01-14,Atlanta,BlueFreight,Apparel,159,960.26,1204,7,7,False
SH805928,2025-04-18,Chicago,BlueFreight,Health,114,780.54,2882,3,5,True
SH805929,2025-08-05,Dallas,RoadRunner,Electronics,108,1335.96,1429,7,8,True
SH805930,2025-06-26,Chicago,NorthStar,Home,195,1267.06,1539,5,5,False
SH805931,2025-01-06,New Jersey,BlueFreight,Office,406,1395.05,805,3,2,False
SH805932,2025-10-31,Chicago,NorthStar,Apparel,103,73.71,483,7,8,True
SH805933,2025-12-15,Chicago,FastShip,Home,499,322.01,1648,7,10,True
SH805934,2025-07-23,Dallas,BlueFreight,Electronics,168,99.6,2000,2,1,False
SH805935,2025-09-06,Dallas,RoadRunner,Home,480,481.77,2551,5,6,True
SH805936,2025-08-24,Chicago,RoadRunner,Home,498,874.96,1253,10,14,True
SH805937,2025-12-07,Dallas,NorthStar,Electronics,318,730.73,2266,5,9,True
SH805938,2025-08-30,Dallas,RoadRunner,Electronics,105,822.3,1198,7,7,False
SH805939,2025-12-11,New Jersey,FastShip,Office,315,818.86,807,10,11,True
SH805940,2025-10-19,New Jersey,RoadRunner,Apparel,161,1248.92,306,2,2,False
SH805941,2025-06-05,Dallas,BlueFreight,Office,112,1218.82,304,3,2,False
SH805942,2025-09-10,Chicago,RoadRunner,Apparel,170,1300.19,108,10,13,True
SH805943,2025-12-20,Atlanta,RoadRunner,Office,5,147.83,1547,7,8,True
SH805944,2025-06-03,Dallas,BlueFreight,Home,257,967.5,479,2,5,True
SH805945,2025-08-23,LA,FastShip,Office,77,181.71,2819,10,11,True
SH805946,2025-05-29,Atlanta,FastShip,Apparel,308,1455.99,949,2,5,True
SH805947,2025-02-26,Atlanta,BlueFreight,Home,268,1258.86,2113,2,2,False
SH805948,2025-09-13,Atlanta,BlueFreight,Home,43,417.17,2906,5,8,True
SH805949,2025-06-03,New Jersey,NorthStar,Apparel,170,1493.68,971,3,7,True
SH805950,2025-09-27,Chicago,NorthStar,Electronics,323,60.01,1154,10,9,False
SH805951,2025-03-25,Dallas,NorthStar,Health,386,941.42,1185,5,9,True
SH805952,2025-07-20,LA,BlueFreight,Electronics,129,36.82,2105,3,7,True
SH805953,2025-10-09,Chicago,NorthStar,Apparel,482,1448.78,2421,5,7,True
SH805954,2025-12-21,Atlanta,FastShip,Office,18,628.82,666,2,3,True
SH805955,2025-11-27,Dallas,FastShip,Health,284,70.92,484,3,7,True
SH805956,2025-10-21,LA,NorthStar,Health,412,1388.28,1660,2,6,True
SH805957,2025-06-16,New Jersey,BlueFreight,Health,127,931.8,2664,7,8,True
SH805958,2025-01-06,LA,RoadRunner,Office,97,1392.67,923,3,3,False
SH805959,2025-07-18,LA,BlueFreight,Electronics,216,363.75,1202,5,5,False
SH805960,2025-05-21,Atlanta,NorthStar,Electronics,333,627.35,1729,10,11,True
SH805961,2025-08-19,LA,RoadRunner,Health,470,423.02,559,2,5,True
SH805962,2025-03-29,Chicago,BlueFreight,Electronics,122,376.46,2203,7,9,True
SH805963,2025-10-26,LA,RoadRunner,Office,471,594.91,135,2,2,False
SH805964,2025-06-16,Atlanta,NorthStar,Health,143,1102.34,51,2,3,True
SH805965,2025-11-20,Chicago,RoadRunner,Health,303,899.8,1462,3,6,True
SH805966,2025-10-06,Dallas,RoadRunner,Health,453,1025.76,366,7,8,True
SH805967,2025-12-02,Dallas,NorthStar,Office,152,29.93,1505,10,9,False
SH805968,2025-07-08,Atlanta,BlueFreight,Electronics,397,309.47,1368,7,7,False
SH805969,2025-03-30,Atlanta,FastShip,Home,397,140.46,2524,7,7,False
SH805970,2025-03-20,Dallas,FastShip,Health,328,1355.2,2987,2,2,False
SH805971,2025-07-05,Dallas,RoadRunner,Electronics,182,1022.98,906,7,11,True
SH805972,2025-09-06,Chicago,FastShip,Home,241,809.58,2057,10,9,False
SH805973,2025-09-22,Atlanta,NorthStar,Health,337,674.55,2206,7,7,False
SH805974,2025-02-16,New Jersey,RoadRunner,Home,110,353.55,2785,7,10,True
SH805975,2025-07-06,Atlanta,RoadRunner,Office,358,310.62,360,7,10,True
SH805976,2025-01-05,Chicago,FastShip,Health,473,789.0,2362,7,7,False
SH805977,2025-10-05,New Jersey,NorthStar,Electronics,444,97.03,431,3,4,True
SH805978,2025-06-23,Atlanta,NorthStar,Apparel,435,1333.74,1943,3,6,True
SH805979,2025-02-18,Dallas,FastShip,Apparel,301,374.91,890,3,7,True
SH805980,2025-02-08,Atlanta,BlueFreight,Health,106,1163.97,423,3,2,False
SH805981,2025-03-24,New Jersey,RoadRunner,Apparel,467,1343.72,1720,2,4,True
SH805982,2025-09-11,New Jersey,FastShip,Home,348,121.83,2339,2,6,True
SH805983,2025-12-10,Dallas,RoadRunner,Home,18,1136.25,2610,10,9,False
SH805984,2025-12-05,New Jersey,RoadRunner,Home,243,1385.88,1921,2,2,False
SH805985,2025-05-07,Dallas,NorthStar,Office,479,345.26,187,5,7,True
SH805986,2025-03-03,Atlanta,FastShip,Home,107,521.7,2548,3,2,False
SH805987,2025-10-18,New Jersey,FastShip,Apparel,240,996.86,2441,5,6,True
SH805988,2025-08-20,LA,FastShip,Home,65,548.46,1523,7,9,True
SH805989,2025-01-06,LA,NorthStar,Apparel,485,355.11,345,10,12,True
SH805990,2025-04-24,Dallas,NorthStar,Office,349,540.23,1236,3,5,True
SH805991,2025-11-28,Atlanta,FastShip,Home,174,478.14,1983,5,7,True
SH805992,2025-08-02,LA,RoadRunner,Health,380,1092.22,692,5,6,True
SH805993,2025-07-21,LA,RoadRunner,Health,351,21.74,2489,10,11,True
SH805994,2025-04-17,Chicago,RoadRunner,Apparel,381,1002.43,2483,3,4,True
SH805995,2025-08-29,LA,BlueFreight,Office,228,43.99,2746,3,3,False
SH805996,2025-01-16,Dallas,RoadRunner,Apparel,309,883.08,404,5,8,True
SH805997,2025-10-22,New Jersey,RoadRunner,Apparel,458,420.58,2676,7,6,False
SH805998,2025-11-20,LA,RoadRunner,Electronics,113,1442.72,1584,7,10,True
SH805999,2025-08-06,Dallas,FastShip,Health,486,832.06,929,10,14,True
SH806000,2025-10-22,Dallas,FastShip,Electronics,26,891.88,1348,10,14,True
SH806001,2025-12-31,New Jersey,BlueFreight,Home,386,1173.59,2129,7,6,False
SH806002,2025-05-02,Atlanta,RoadRunner,Home,473,1074.29,818,2,5,True
SH806003,2025-02-12,Atlanta,NorthStar,Home,2,772.7,216,3,6,True
SH806004,2025-02-19,Dallas,BlueFreight,Health,453,1474.7,23,7,11,True
SH806005,2025-05-28,LA,FastShip,Home,53,1461.54,1959,7,7,False
SH806006,2025-11-25,Atlanta,NorthStar,Home,483,1461.86,1303,7,8,True
SH806007,2025-01-06,Dallas,FastShip,Health,444,1003.75,1543,2,3,True
SH806008,2025-10-04,Dallas,NorthStar,Home,268,661.0,784,3,6,True
SH806009,2025-03-07,LA,FastShip,Office,256,1248.43,2744,10,10,False
SH806010,2025-11-19,Dallas,NorthStar,Home,243,1366.21,121,2,6,True
SH806011,2025-04-02,Dallas,RoadRunner,Apparel,164,1118.69,2967,10,14,True
SH806012,2025-04-09,New Jersey,RoadRunner,Health,58,854.85,743,5,8,True
SH806013,2025-08-02,Dallas,NorthStar,Home,340,1409.55,692,10,13,True
SH806014,2025-05-22,LA,FastShip,Home,32,1172.45,2201,3,3,False
SH806015,2025-01-13,New Jersey,RoadRunner,Home,407,824.75,2536,2,5,True
SH806016,2025-03-23,Dallas,NorthStar,Health,331,1332.12,1190,5,7,True
SH806017,2025-04-05,Chicago,RoadRunner,Health,449,345.88,2632,7,7,False
SH806018,2025-12-24,Dallas,FastShip,Home,278,1351.44,1697,7,7,False
SH806019,2025-02-25,Dallas,RoadRunner,Home,262,315.78,1117,10,11,True
SH806020,2025-03-23,New Jersey,BlueFreight,Home,36,378.03,1883,2,5,True
SH806021,2025-04-09,Chicago,RoadRunner,Health,467,1453.07,2176,2,6,True
SH806022,2025-07-19,Chicago,FastShip,Home,86,487.51,2784,5,6,True
SH806023,2025-04-03,Chicago,BlueFreight,Electronics,467,1063.56,2999,10,12,True
SH806024,2025-12-30,Atlanta,NorthStar,Electronics,439,69.01,2939,2,6,True
SH806025,2025-08-15,New Jersey,RoadRunner,Home,456,1102.26,2692,2,6,True
SH806026,2025-03-12,Chicago,RoadRunner,Health,287,1487.24,922,5,6,True
SH806027,2025-03-22,LA,RoadRunner,Home,107,1177.59,71,2,5,True
SH806028,2025-08-13,New Jersey,FastShip,Electronics,103,1401.13,2353,2,1,False
SH806029,2025-05-11,Atlanta,FastShip,Apparel,117,1458.6,2900,7,8,True
SH806030,2025-06-24,Chicago,RoadRunner,Electronics,344,999.76,2797,10,12,True
SH806031,2025-11-20,Atlanta,BlueFreight,Health,393,910.43,2340,2,4,True
SH806032,2025-07-17,LA,BlueFreight,Apparel,39,1044.33,2722,10,10,False
SH806033,2025-02-22,Atlanta,BlueFreight,Electronics,206,520.38,1851,3,3,False
SH806034,2025-08-26,Chicago,NorthStar,Office,136,1108.61,1049,3,6,True
SH806035,2025-06-23,Atlanta,RoadRunner,Health,290,166.0,678,10,14,True
SH806036,2025-07-25,Dallas,BlueFreight,Home,480,47.53,2538,2,5,True
SH806037,2025-01-06,New Jersey,RoadRunner,Health,14,120.44,2085,3,7,True
SH806038,2025-10-17,New Jersey,BlueFreight,Electronics,441,1305.78,689,7,11,True
SH806039,2025-02-08,Dallas,RoadRunner,Home,222,540.28,1403,3,2,False
SH806040,2025-02-04,Chicago,RoadRunner,Electronics,108,908.6,2011,7,6,False
SH806041,2025-10-07,LA,BlueFreight,Electronics,56,1486.85,934,7,6,False
SH806042,2025-09-17,Atlanta,NorthStar,Apparel,57,160.36,2630,7,7,False
SH806043,2025-11-21,Dallas,FastShip,Apparel,143,1245.71,668,5,5,False
SH806044,2025-11-15,LA,NorthStar,Apparel,316,634.96,513,5,5,False
SH806045,2025-08-06,Dallas,NorthStar,Apparel,422,796.11,2732,10,9,False
SH806046,2025-07-28,Dallas,RoadRunner,Office,247,1258.37,2046,2,5,True
SH806047,2025-05-27,LA,NorthStar,Health,238,437.0,2318,7,9,True
SH806048,2025-10-11,Atlanta,RoadRunner,Apparel,436,927.93,1544,7,8,True
SH806049,2025-11-13,New Jersey,NorthStar,Home,365,820.41,2186,3,3,False
SH806050,2025-01-08,Chicago,RoadRunner,Health,341,397.53,440,3,7,True
SH806051,2025-11-28,Chicago,NorthStar,Electronics,130,859.61,1520,7,9,True
SH806052,2025-04-21,Chicago,RoadRunner,Apparel,207,1258.59,2984,3,5,True
SH806053,2025-03-05,Atlanta,FastShip,Electronics,82,418.63,472,7,6,False
SH806054,2025-05-07,New Jersey,FastShip,Health,292,21.45,663,10,10,False
SH806055,2025-07-14,Atlanta,NorthStar,Office,173,1451.04,2278,7,7,False
SH806056,2025-04-22,LA,NorthStar,Health,11,1043.48,2144,2,2,False
SH806057,2025-05-19,LA,RoadRunner,Electronics,104,859.89,1046,2,3,True
SH806058,2025-12-11,Chicago,FastShip,Health,414,1088.43,1450,5,4,False
SH806059,2025-09-02,Atlanta,BlueFreight,Electronics,82,403.97,1839,3,7,True
SH806060,2025-11-04,Dallas,BlueFreight,Electronics,98,972.3,1881,5,9,True
SH806061,2025-08-20,Atlanta,FastShip,Office,391,275.58,328,2,4,True
SH806062,2025-03-30,LA,BlueFreight,Home,27,644.83,2551,5,7,True
SH806063,2025-06-20,LA,BlueFreight,Health,260,31.92,938,2,2,False
SH806064,2025-07-07,Dallas,FastShip,Home,305,584.6,1594,2,5,True
SH806065,2025-05-01,Dallas,RoadRunner,Office,70,1349.58,2208,2,1,False
SH806066,2025-05-16,Dallas,RoadRunner,Electronics,462,357.82,2718,10,9,False
SH806067,2025-07-04,Atlanta,NorthStar,Health,77,483.99,2903,10,9,False
SH806068,2025-01-02,Chicago,RoadRunner,Electronics,326,39.33,1895,5,5,False
SH806069,2025-09-25,Chicago,FastShip,Health,29,1406.46,1265,3,7,True
SH806070,2025-01-19,New Jersey,BlueFreight,Health,65,196.45,1803,3,5,True
SH806071,2025-06-23,Chicago,BlueFreight,Electronics,330,1310.16,2365,2,2,False
SH806072,2025-12-28,LA,BlueFreight,Home,490,745.61,2020,2,2,False
SH806073,2025-04-10,Chicago,FastShip,Electronics,430,954.97,606,5,8,True
SH806074,2025-03-23,LA,FastShip,Electronics,261,1326.29,1213,7,7,False
SH806075,2025-01-07,LA,BlueFreight,Apparel,268,74.61,442,10,14,True
SH806076,2025-05-01,Atlanta,BlueFreight,Electronics,279,707.69,1488,7,6,False
SH806077,2025-03-26,Dallas,BlueFreight,Health,291,1158.67,2424,10,11,True
SH806078,2025-01-09,Atlanta,FastShip,Health,485,1217.28,181,10,12,True
SH806079,2025-09-14,Dallas,BlueFreight,Office,331,1450.93,1095,7,9,True
SH806080,2025-01-12,LA,RoadRunner,Apparel,223,1363.38,658,10,13,True
SH806081,2025-07-15,Atlanta,FastShip,Apparel,11,254.7,2503,3,4,True
SH806082,2025-10-14,LA,NorthStar,Health,457,123.47,640,7,7,False
SH806083,2025-10-07,Dallas,FastShip,Office,358,780.15,1759,5,6,True
SH806084,2025-02-09,LA,BlueFreight,Electronics,455,189.63,1631,5,6,True
SH806085,2025-12-23,Atlanta,RoadRunner,Apparel,173,310.57,2427,10,12,True
SH806086,2025-12-17,Dallas,RoadRunner,Health,43,236.32,1539,10,9,False
SH806087,2025-10-29,Atlanta,FastShip,Health,162,574.75,283,3,7,True
SH806088,2025-03-10,New Jersey,NorthStar,Electronics,272,1418.42,1882,3,5,True
SH806089,2025-07-01,Atlanta,FastShip,Apparel,415,979.85,1909,7,7,False
SH806090,2025-08-31,Dallas,NorthStar,Health,124,1174.14,2729,2,3,True
SH806091,2025-10-27,Dallas,FastShip,Home,98,1343.9,2267,10,10,False
SH806092,2025-03-20,LA,BlueFreight,Health,309,1438.99,657,3,4,True
SH806093,2025-10-24,Chicago,RoadRunner,Health,31,629.02,1427,10,11,True
SH806094,2025-12-21,New Jersey,NorthStar,Apparel,12,1322.51,1962,5,6,True
SH806095,2025-08-01,Chicago,FastShip,Electronics,447,541.66,2959,5,4,False
SH806096,2025-01-05,Chicago,NorthStar,Office,254,1046.77,52,7,9,True
SH806097,2025-11-20,Atlanta,FastShip,Health,274,1441.97,2803,2,6,True
SH806098,2025-03-30,LA,BlueFreight,Apparel,153,215.44,1489,3,3,False
SH806099,2025-07-05,New Jersey,RoadRunner,Office,120,595.7,1262,2,2,False
SH806100,2025-05-30,Chicago,RoadRunner,Electronics,461,359.64,2923,3,6,True
