LoanID,ApplicantAge,AnnualIncome,LoanAmount,CreditScore,DebtToIncome,EmploymentLengthYears,LoanPurpose,DefaultFlag
L406592,36,37015.24,3716.76,719,0.409,18,Education,False
L406593,26,95806.32,43149.93,595,0.373,17,Debt Consolidation,False
L406594,34,64822.18,25586.32,629,0.21,18,Medical,False
L406595,69,18000.0,5027.91,601,0.433,23,Home Improvement,False
L406596,56,41577.47,5460.32,600,0.336,12,Small Business,False
L406597,62,95192.0,2154.99,617,0.241,24,Debt Consolidation,False
L406598,28,91158.4,31052.88,692,0.495,11,Medical,True
L406599,50,159178.16,47401.38,737,0.459,24,Education,False
L406600,37,76671.8,45002.71,676,0.374,34,Small Business,False
L406601,28,18000.0,16380.02,822,0.621,27,Small Business,False
L406602,58,39389.47,41148.08,731,0.445,27,Home Improvement,False
L406603,30,56399.27,57185.43,541,0.637,31,Small Business,False
L406604,69,61124.95,48304.41,667,0.363,9,Debt Consolidation,False
L406605,31,59948.27,26033.23,590,0.378,23,Debt Consolidation,True
L406606,54,80701.37,43993.93,734,0.274,2,Medical,False
L406607,29,118216.47,10687.11,580,0.086,16,Home Improvement,False
L406608,34,82919.99,46976.2,777,0.63,32,Education,True
L406609,65,18000.0,13594.14,544,0.396,21,Small Business,False
L406610,68,81878.16,23311.45,669,0.242,32,Auto,False
L406611,45,18000.0,36356.37,771,0.091,22,Home Improvement,False
L406612,32,48995.88,34050.09,698,0.134,10,Home Improvement,False
L406613,36,125771.2,34237.99,839,0.633,8,Auto,False
L406614,52,18000.0,47228.99,590,0.273,26,Small Business,True
L406615,39,132388.45,14399.17,731,0.544,19,Education,False
L406616,64,86430.45,52199.2,717,0.176,21,Home Improvement,False
L406617,35,80085.36,3098.26,693,0.106,29,Debt Consolidation,False
L406618,39,26190.6,9896.5,539,0.545,19,Home Improvement,True
L406619,49,71941.33,58254.71,817,0.46,5,Medical,False
L406620,37,53329.1,45745.99,772,0.612,13,Education,False
L406621,45,41443.51,9794.91,811,0.523,5,Small Business,False
L406622,35,65101.6,27448.76,831,0.362,16,Medical,False
L406623,69,144541.72,1437.16,637,0.451,26,Small Business,False
L406624,46,94342.51,31748.7,661,0.543,28,Medical,False
L406625,30,62110.66,58964.55,574,0.626,34,Education,False
L406626,30,81108.33,39157.21,759,0.26,9,Debt Consolidation,False
L406627,67,55421.72,36951.9,600,0.547,20,Home Improvement,False
L406628,43,91769.12,49890.33,637,0.225,21,Medical,False
L406629,37,29843.73,35012.42,778,0.401,10,Auto,False
L406630,39,96586.46,38909.81,614,0.422,34,Debt Consolidation,False
L406631,73,20277.84,18550.61,770,0.051,25,Debt Consolidation,False
L406632,40,60031.04,34277.12,806,0.446,10,Auto,False
L406633,58,104701.59,44345.27,681,0.352,28,Home Improvement,False
L406634,35,127353.14,31399.1,706,0.264,12,Education,False
L406635,71,18000.0,24977.48,552,0.482,4,Education,False
L406636,58,31296.67,13428.35,682,0.451,21,Education,False
L406637,69,69857.23,15509.35,783,0.435,15,Medical,False
L406638,34,92587.21,55218.21,547,0.312,29,Education,False
L406639,47,50020.5,8671.88,707,0.15,26,Small Business,False
L406640,38,68746.39,38137.56,735,0.468,1,Small Business,True
L406641,44,70787.64,44390.35,641,0.627,20,Education,False
L406642,34,67517.5,12790.8,718,0.515,18,Home Improvement,False
L406643,30,69233.19,11155.55,827,0.221,30,Home Improvement,False
L406644,41,71431.91,13329.84,815,0.276,8,Small Business,False
L406645,39,123315.65,33315.68,579,0.372,7,Medical,False
L406646,49,64616.48,12269.47,745,0.6,3,Small Business,False
L406647,37,111878.73,17439.67,614,0.56,33,Home Improvement,False
L406648,29,69939.86,21942.65,701,0.202,30,Medical,True
L406649,39,48944.71,3397.65,615,0.218,20,Medical,False
L406650,59,63005.38,2650.63,619,0.565,14,Small Business,False
L406651,30,18000.0,1395.92,827,0.468,9,Small Business,False
L406652,41,36711.67,53184.74,618,0.534,13,Medical,True
L406653,32,48177.04,55171.27,811,0.081,25,Medical,False
L406654,56,75925.51,34676.29,590,0.46,18,Home Improvement,True
L406655,64,124317.1,3522.5,738,0.586,26,Education,False
L406656,69,60346.65,32171.52,824,0.376,26,Debt Consolidation,False
L406657,63,38492.26,52789.69,665,0.504,12,Education,False
L406658,23,98821.9,51323.97,523,0.117,31,Debt Consolidation,False
L406659,67,77865.78,35847.25,565,0.542,17,Small Business,False
L406660,70,109105.93,7922.08,841,0.082,22,Education,False
L406661,30,103094.7,21278.83,801,0.363,21,Home Improvement,False
L406662,44,90019.31,59362.42,741,0.17,17,Auto,False
L406663,72,83366.06,49703.31,534,0.649,33,Home Improvement,False
L406664,55,103170.45,43338.15,675,0.429,25,Education,False
L406665,34,100875.04,19685.43,522,0.648,20,Auto,True
L406666,48,102296.22,11965.07,596,0.5,8,Medical,True
L406667,31,101630.73,26252.97,665,0.342,7,Medical,False
L406668,46,69775.5,14800.17,802,0.596,12,Small Business,False
L406669,28,46089.69,20796.48,707,0.206,34,Debt Consolidation,False
L406670,61,72881.66,48840.09,783,0.635,8,Debt Consolidation,False
L406671,28,59084.92,11127.33,729,0.14,30,Small Business,False
L406672,21,42358.37,15783.89,542,0.356,16,Debt Consolidation,False
L406673,35,123124.04,16060.74,704,0.574,11,Debt Consolidation,False
L406674,40,71636.5,54923.92,631,0.421,7,Debt Consolidation,True
L406675,73,38379.82,7049.51,672,0.536,4,Education,False
L406676,55,114845.35,28099.75,798,0.403,0,Home Improvement,False
L406677,59,75668.42,55924.89,670,0.341,29,Medical,False
L406678,59,103835.16,51783.07,757,0.53,30,Home Improvement,False
L406679,49,60196.77,39855.21,602,0.273,4,Small Business,True
L406680,23,91031.1,42093.02,726,0.468,7,Medical,False
L406681,39,92454.51,42301.05,588,0.085,12,Auto,False
L406682,60,75343.76,8245.82,774,0.217,20,Debt Consolidation,False
L406683,52,51904.53,4602.39,602,0.618,33,Debt Consolidation,True
L406684,39,84817.36,1373.67,637,0.313,9,Debt Consolidation,False
L406685,46,91195.82,29833.63,530,0.436,5,Home Improvement,False
L406686,24,33543.26,42382.24,778,0.131,2,Home Improvement,False
L406687,69,149484.86,29168.88,593,0.067,22,Small Business,False
L406688,35,124130.34,1504.21,629,0.287,0,Medical,False
L406689,35,76682.03,42460.89,558,0.161,12,Education,True
L406690,35,99298.46,24308.16,794,0.302,17,Small Business,False
L406691,31,71441.57,48416.47,805,0.278,22,Debt Consolidation,False
L406692,43,51770.22,56188.94,694,0.405,5,Small Business,False
L406693,35,102416.7,28129.24,733,0.496,14,Home Improvement,False
L406694,52,45891.37,28507.49,796,0.28,16,Medical,False
L406695,61,83870.53,24501.65,607,0.418,31,Medical,True
L406696,28,50906.2,25950.55,817,0.102,13,Debt Consolidation,False
L406697,50,45179.75,37560.59,727,0.192,30,Home Improvement,False
L406698,26,76690.97,44541.6,655,0.543,1,Small Business,False
L406699,60,105368.82,24535.06,790,0.532,7,Education,True
L406700,46,80373.06,15227.1,638,0.21,18,Small Business,False
L406701,47,74045.13,7303.95,809,0.623,34,Medical,False
L406702,38,18000.0,44253.61,781,0.604,25,Small Business,False
L406703,42,65593.26,25434.56,765,0.535,23,Debt Consolidation,False
L406704,41,26862.22,42978.19,732,0.221,1,Medical,False
L406705,34,73849.9,22222.89,640,0.228,15,Auto,False
L406706,66,71831.66,39614.07,532,0.379,30,Medical,True
L406707,64,70139.96,26491.72,588,0.198,4,Home Improvement,False
L406708,36,71008.47,56281.11,682,0.414,18,Debt Consolidation,False
L406709,40,88075.73,29137.98,833,0.309,22,Debt Consolidation,False
L406710,59,90128.0,40688.35,613,0.281,7,Medical,False
L406711,23,82816.18,34596.93,564,0.485,16,Small Business,True
L406712,33,103016.89,50004.81,798,0.38,12,Medical,False
L406713,37,18000.0,43114.89,839,0.168,29,Small Business,True
L406714,27,39920.55,25122.69,544,0.218,14,Auto,False
L406715,29,86097.05,10265.19,822,0.442,20,Auto,False
L406716,50,72184.18,26076.56,753,0.062,10,Debt Consolidation,False
L406717,51,44428.84,54808.55,680,0.635,15,Debt Consolidation,True
L406718,61,85948.19,45352.67,835,0.321,21,Home Improvement,False
L406719,47,95520.59,25384.58,675,0.571,30,Auto,False
L406720,38,47772.92,23297.41,788,0.555,29,Education,False
L406721,46,51366.0,3921.31,550,0.467,4,Medical,True
L406722,72,19644.37,18887.01,562,0.561,5,Small Business,False
L406723,34,68817.78,39256.83,821,0.161,11,Home Improvement,False
L406724,68,70540.64,54181.46,631,0.493,23,Education,False
L406725,26,38090.54,40445.43,683,0.304,16,Home Improvement,False
L406726,59,55311.19,2954.86,520,0.509,5,Education,True
L406727,27,70359.36,20220.29,525,0.577,12,Debt Consolidation,True
L406728,68,101416.68,46935.57,715,0.248,19,Debt Consolidation,False
L406729,40,59713.81,50081.15,630,0.27,16,Home Improvement,False
L406730,36,43080.73,6516.21,691,0.42,12,Home Improvement,False
L406731,54,119401.38,16593.41,710,0.229,14,Education,False
L406732,47,94185.37,20069.26,638,0.456,24,Debt Consolidation,True
L406733,21,30418.89,53634.09,675,0.221,14,Debt Consolidation,False
L406734,60,94825.01,34980.43,554,0.337,21,Education,False
L406735,21,55201.25,12021.21,626,0.641,23,Home Improvement,True
L406736,64,104803.24,35131.57,561,0.392,19,Home Improvement,False
L406737,28,58696.97,43862.29,671,0.376,19,Debt Consolidation,False
L406738,69,18000.0,22320.24,673,0.381,8,Small Business,False
L406739,48,53746.86,56529.58,635,0.412,6,Medical,False
L406740,25,43867.52,49871.37,789,0.377,26,Medical,False
L406741,38,50703.84,37815.43,822,0.228,27,Auto,False
L406742,34,18000.0,23383.63,740,0.227,22,Small Business,False
L406743,44,68193.35,1657.65,585,0.586,30,Education,False
L406744,71,18000.0,5228.14,606,0.199,20,Home Improvement,False
L406745,37,67938.21,48513.39,653,0.191,2,Debt Consolidation,False
L406746,48,18000.0,53819.91,833,0.117,28,Auto,False
L406747,58,36908.81,8309.56,809,0.518,34,Small Business,True
L406748,64,89544.81,6305.94,534,0.403,26,Medical,False
L406749,37,94350.86,41578.56,654,0.128,27,Education,False
L406750,29,46549.64,33911.35,673,0.431,31,Medical,False
L406751,32,89458.49,22739.53,686,0.343,15,Medical,False
L406752,56,18000.0,19269.83,520,0.333,0,Home Improvement,False
L406753,62,103224.31,15416.03,686,0.293,27,Auto,False
L406754,55,109679.04,12782.67,814,0.611,15,Education,False
L406755,73,65231.37,14432.81,762,0.113,9,Debt Consolidation,False
L406756,49,57880.03,20534.72,664,0.179,21,Debt Consolidation,False
L406757,51,18000.0,31158.73,664,0.071,7,Debt Consolidation,False
L406758,23,70047.86,58728.48,560,0.615,33,Education,False
L406759,24,93086.52,2694.93,575,0.197,2,Small Business,False
L406760,73,83587.08,46020.65,806,0.085,17,Home Improvement,False
L406761,64,76788.38,7201.65,792,0.591,25,Auto,False
L406762,63,26136.48,33464.28,620,0.625,8,Medical,False
L406763,44,76148.1,12182.38,750,0.51,25,Education,False
L406764,26,44391.18,1751.67,651,0.434,2,Medical,False
L406765,58,117429.06,8448.41,806,0.207,4,Home Improvement,False
L406766,25,91259.75,14258.7,814,0.219,19,Education,False
L406767,52,80514.9,18383.84,623,0.29,11,Medical,False
L406768,40,73279.57,11918.4,564,0.388,13,Auto,False
L406769,48,41614.81,18749.84,617,0.326,25,Small Business,True
L406770,29,45857.91,18566.05,775,0.549,29,Home Improvement,False
L406771,40,133207.74,54590.89,520,0.343,8,Small Business,False
L406772,41,43350.93,46212.75,551,0.468,20,Debt Consolidation,False
L406773,32,72524.0,12003.42,530,0.257,17,Auto,True
L406774,55,75182.26,39163.67,579,0.272,5,Auto,False
L406775,41,72045.6,25212.54,662,0.536,2,Auto,True
L406776,41,77697.33,28283.08,738,0.405,24,Auto,False
L406777,29,131798.06,20637.64,767,0.332,10,Small Business,False
L406778,33,76568.51,39732.53,785,0.092,16,Medical,False
L406779,57,87872.31,2484.3,549,0.602,6,Small Business,True
L406780,61,62241.26,23201.4,778,0.396,6,Debt Consolidation,False
L406781,25,65751.69,46346.42,557,0.402,34,Education,False
L406782,34,86954.76,59643.33,785,0.271,28,Auto,False
L406783,59,116919.78,8983.92,646,0.482,26,Auto,False
L406784,32,113233.17,20724.83,621,0.308,7,Medical,False
L406785,64,18000.0,23845.76,769,0.197,19,Debt Consolidation,False
L406786,69,18296.56,33266.54,827,0.433,32,Home Improvement,False
L406787,54,138426.52,29587.89,553,0.42,4,Home Improvement,False
L406788,44,54948.86,49925.99,558,0.141,8,Debt Consolidation,False
L406789,65,59709.08,38734.43,724,0.384,19,Small Business,False
L406790,58,53385.18,49143.54,676,0.597,29,Medical,False
L406791,39,30215.91,43247.57,636,0.292,24,Home Improvement,False
L406792,73,47251.58,56780.94,599,0.366,8,Home Improvement,False
L406793,47,54623.25,44485.61,596,0.162,3,Debt Consolidation,False
L406794,44,55947.38,6879.46,801,0.48,32,Home Improvement,False
L406795,48,40662.07,41688.09,844,0.174,22,Small Business,False
L406796,70,101338.25,2944.28,564,0.424,22,Home Improvement,False
L406797,55,69049.6,11426.5,800,0.564,26,Debt Consolidation,False
L406798,70,76728.95,56236.0,521,0.33,18,Debt Consolidation,False
L406799,46,74893.29,57374.07,585,0.225,18,Education,False
L406800,42,55255.21,7383.49,700,0.564,28,Debt Consolidation,False
L406801,24,49378.71,24423.12,665,0.15,17,Debt Consolidation,False
L406802,63,24574.05,59320.68,645,0.246,27,Medical,False
L406803,48,95142.67,5345.56,609,0.079,11,Education,False
L406804,44,67269.09,54780.54,621,0.311,0,Auto,False
L406805,22,111236.61,58987.99,681,0.094,13,Debt Consolidation,False
L406806,51,84063.34,53051.81,560,0.258,2,Debt Consolidation,True
L406807,44,122566.1,49261.35,593,0.434,27,Debt Consolidation,True
L406808,47,59752.35,34703.68,599,0.447,22,Small Business,False
L406809,22,40875.76,54811.73,537,0.582,9,Small Business,False
L406810,49,131527.23,6958.39,521,0.576,22,Small Business,True
L406811,47,108908.15,7688.71,677,0.516,27,Home Improvement,False
L406812,65,18000.0,41794.93,833,0.258,4,Home Improvement,True
L406813,41,86669.55,1518.4,736,0.069,10,Education,False
L406814,28,94609.86,38739.29,702,0.307,17,Small Business,False
L406815,48,64848.28,37434.15,650,0.306,27,Education,False
L406816,55,30876.44,37104.98,527,0.102,32,Education,False
L406817,49,66054.15,11176.38,580,0.057,25,Medical,False
L406818,27,78189.08,54992.95,765,0.327,4,Medical,False
L406819,63,49519.77,44309.01,722,0.593,33,Education,False
L406820,50,95051.81,17579.54,814,0.377,18,Auto,False
L406821,71,20572.69,36312.95,786,0.236,11,Debt Consolidation,False
L406822,30,77644.57,24436.16,803,0.264,4,Debt Consolidation,True
L406823,34,134088.75,45929.57,627,0.626,2,Education,False
L406824,22,91141.76,30204.69,762,0.647,28,Home Improvement,True
L406825,70,118267.69,18087.47,814,0.625,10,Home Improvement,False
L406826,51,67646.36,49172.97,547,0.62,6,Debt Consolidation,False
L406827,41,78654.65,24475.39,567,0.421,7,Small Business,False
L406828,26,58150.37,59751.38,593,0.274,8,Debt Consolidation,False
L406829,29,59226.46,24138.08,648,0.172,7,Medical,False
L406830,24,88244.17,34626.88,602,0.592,31,Medical,True
L406831,53,41992.25,24595.18,536,0.366,24,Education,False
L406832,44,98663.31,32555.96,729,0.479,4,Education,False
L406833,42,87612.37,59472.03,757,0.318,0,Auto,False
L406834,61,33115.73,7602.97,636,0.073,34,Home Improvement,False
L406835,38,103021.17,49030.39,825,0.49,14,Home Improvement,False
L406836,41,139421.34,53410.8,766,0.495,16,Small Business,False
L406837,54,100441.13,40587.06,712,0.569,6,Debt Consolidation,False
L406838,52,18000.0,30014.03,533,0.582,34,Home Improvement,True
L406839,58,148020.99,32971.65,661,0.156,33,Auto,False
L406840,56,18000.0,41423.42,771,0.602,7,Education,False
L406841,45,18000.0,57220.31,707,0.591,0,Home Improvement,True
L406842,40,18000.0,21383.04,802,0.414,14,Medical,False
L406843,35,63153.53,54998.73,770,0.083,31,Education,False
L406844,23,18000.0,17528.74,844,0.625,16,Home Improvement,False
L406845,63,18000.0,27465.34,661,0.478,23,Auto,True
L406846,53,49640.55,26970.07,570,0.121,15,Debt Consolidation,True
L406847,55,48497.31,11275.9,797,0.519,24,Auto,False
L406848,63,62050.81,12179.26,787,0.356,1,Auto,False
L406849,55,86828.96,51813.36,629,0.58,2,Medical,False
L406850,24,118556.59,59433.19,543,0.142,29,Debt Consolidation,True
L406851,70,70553.76,56866.86,628,0.358,23,Small Business,False
L406852,23,85824.03,13505.8,675,0.578,17,Education,True
L406853,74,62121.78,17994.79,801,0.434,14,Education,False
L406854,32,108749.49,8424.66,649,0.287,23,Small Business,False
L406855,23,120093.67,42060.07,776,0.204,21,Education,False
L406856,70,52585.46,1249.16,739,0.488,16,Small Business,False
L406857,34,28483.62,41073.02,530,0.286,8,Education,False
L406858,56,52639.1,16625.79,558,0.447,33,Home Improvement,True
L406859,64,56511.01,43499.92,682,0.291,8,Auto,False
L406860,41,64393.52,11895.56,644,0.34,10,Home Improvement,False
L406861,26,71658.94,56058.44,810,0.112,6,Auto,True
L406862,35,64472.64,7558.21,762,0.571,16,Medical,False
L406863,22,30983.62,3139.64,681,0.515,18,Small Business,False
L406864,43,63486.73,7888.95,618,0.633,16,Debt Consolidation,True
L406865,38,80454.28,15350.6,521,0.379,9,Education,False
L406866,53,119842.84,41146.36,522,0.492,15,Education,False
L406867,63,53002.39,26926.9,708,0.111,5,Debt Consolidation,False
L406868,66,70572.32,28144.08,523,0.257,18,Education,False
L406869,43,67186.27,35880.46,542,0.169,17,Debt Consolidation,True
L406870,39,54643.1,40898.16,550,0.194,17,Debt Consolidation,False
L406871,32,55492.15,43396.65,586,0.153,32,Medical,False
L406872,56,18000.0,25945.37,812,0.285,21,Education,True
L406873,30,85489.07,8439.04,536,0.224,31,Debt Consolidation,False
L406874,69,92561.01,6567.22,714,0.342,32,Home Improvement,False
L406875,50,57905.91,16194.56,810,0.577,33,Debt Consolidation,False
L406876,66,87118.74,11102.36,550,0.127,28,Medical,False
L406877,39,18000.0,23767.22,709,0.188,21,Home Improvement,True
L406878,71,118407.03,59516.96,529,0.465,12,Auto,True
L406879,54,46469.56,18781.13,645,0.145,16,Home Improvement,False
L406880,46,62687.82,56675.52,814,0.241,17,Debt Consolidation,False
L406881,63,100709.3,39081.44,667,0.237,25,Medical,False
L406882,57,24730.53,4008.75,725,0.633,22,Education,True
L406883,21,55769.75,45506.86,682,0.278,16,Debt Consolidation,False
L406884,26,47923.99,43287.8,656,0.608,19,Education,True
L406885,38,88571.62,42505.07,555,0.215,26,Small Business,False
L406886,47,40980.24,9143.71,651,0.131,12,Debt Consolidation,False
L406887,50,95410.49,2223.44,658,0.403,12,Auto,False
L406888,68,79334.79,49704.22,720,0.533,33,Medical,False
L406889,57,21275.13,44992.99,671,0.414,31,Auto,False
L406890,40,98159.89,35394.53,535,0.229,28,Small Business,True
L406891,37,130957.67,45934.57,722,0.541,0,Home Improvement,False
L406892,31,42173.75,35045.43,662,0.557,33,Small Business,False
L406893,46,54820.57,35964.88,603,0.332,22,Debt Consolidation,True
L406894,72,29745.58,57748.28,631,0.601,7,Auto,False
L406895,26,69430.79,9577.26,801,0.604,19,Home Improvement,True
L406896,22,106213.38,18639.81,817,0.437,26,Medical,False
L406897,26,49552.74,7630.87,656,0.198,34,Education,False
L406898,48,41781.35,14730.17,818,0.519,2,Small Business,False
L406899,67,112022.83,50828.89,593,0.578,12,Small Business,False
