LoanID,CustomerAge,AnnualIncome,LoanAmount,CreditScore,EmploymentYears,DebtToIncome,LoanPurpose,Defaulted
407776,32,74731,35515,675,12,0.41,Business,0
407777,21,32983,21498,682,10,0.48,Medical,0
407778,59,31404,11550,849,33,0.42,Medical,0
407779,61,68474,18931,705,0,0.59,Education,0
407780,23,27664,27102,542,34,0.62,Auto,1
407781,62,131287,38302,762,5,0.23,Auto,0
407782,63,159114,29437,799,17,0.49,Education,0
407783,41,57671,6133,579,8,0.44,Auto,0
407784,22,146984,51812,799,22,0.4,Medical,0
407785,52,60816,22352,600,24,0.17,Medical,0
407786,49,115174,37445,765,21,0.15,Debt Consolidation,0
407787,67,53215,12712,847,16,0.35,Auto,0
407788,48,85937,58824,849,8,0.21,Auto,0
407789,53,170950,29496,772,12,0.39,Medical,0
407790,46,26139,54376,680,17,0.27,Medical,0
407791,35,98371,48770,824,9,0.17,Auto,0
407792,65,51549,24678,625,14,0.15,Auto,0
407793,46,88485,23656,785,17,0.14,Auto,0
407794,29,40371,59333,796,4,0.07,Education,0
407795,41,167883,12397,578,4,0.62,Business,0
407796,40,108418,4270,676,7,0.61,Auto,0
407797,69,61081,40101,771,19,0.06,Business,0
407798,47,160161,15517,679,33,0.36,Business,0
407799,62,46572,43072,813,25,0.23,Medical,0
407800,21,109960,6269,747,14,0.61,Business,1
407801,29,25136,32619,656,24,0.62,Debt Consolidation,1
407802,71,164855,20469,681,30,0.14,Medical,0
407803,58,173493,39665,693,8,0.56,Home Improvement,0
407804,40,159196,10784,740,34,0.42,Auto,1
407805,39,112651,46747,558,25,0.29,Education,0
407806,64,125015,51209,726,3,0.45,Business,0
407807,31,53927,9919,734,25,0.64,Business,1
407808,34,57147,4347,603,10,0.51,Business,0
407809,45,72349,42739,681,4,0.25,Home Improvement,0
407810,32,92125,58420,788,19,0.55,Home Improvement,0
407811,65,48167,43504,654,22,0.58,Business,1
407812,27,73734,32970,714,2,0.3,Business,0
407813,23,143122,35346,691,12,0.58,Education,0
407814,59,96210,56911,543,32,0.12,Education,0
407815,36,90937,56237,825,20,0.16,Medical,0
407816,21,102505,45960,656,19,0.16,Auto,0
407817,35,80373,48334,580,17,0.26,Home Improvement,0
407818,64,81037,29096,774,27,0.65,Auto,0
407819,31,127597,57663,815,26,0.38,Medical,0
407820,21,131481,14296,676,23,0.45,Auto,0
407821,23,90693,23249,562,32,0.23,Home Improvement,0
407822,42,138579,56925,747,5,0.59,Auto,0
407823,63,65881,43901,833,9,0.62,Auto,0
407824,26,103231,19513,549,26,0.49,Medical,0
407825,42,161264,36071,688,14,0.58,Home Improvement,1
407826,65,103679,45432,783,34,0.5,Education,0
407827,70,115598,50668,738,31,0.61,Debt Consolidation,0
407828,48,54532,5158,763,28,0.12,Education,0
407829,34,147377,38143,700,2,0.62,Education,1
407830,66,130467,36457,606,15,0.25,Business,0
407831,52,166106,24997,797,11,0.16,Debt Consolidation,0
407832,49,62485,14135,626,30,0.6,Education,0
407833,25,157236,37478,634,33,0.25,Education,0
407834,64,79797,46638,759,26,0.12,Business,0
407835,55,158998,47853,840,4,0.43,Auto,0
407836,31,163463,34955,836,34,0.46,Medical,0
407837,21,83334,48821,551,10,0.34,Debt Consolidation,1
407838,68,174529,16012,574,18,0.11,Auto,0
407839,27,138714,2311,680,13,0.55,Home Improvement,1
407840,23,134347,36674,526,33,0.38,Education,0
407841,42,141089,35261,753,13,0.43,Debt Consolidation,0
407842,51,51611,33864,744,13,0.05,Business,0
407843,23,99343,41173,661,20,0.46,Medical,1
407844,37,166204,38032,655,13,0.3,Education,0
407845,38,57908,21219,698,3,0.16,Education,0
407846,35,110055,46826,648,18,0.11,Business,0
407847,73,58438,9712,736,17,0.26,Debt Consolidation,0
407848,58,110098,31012,625,22,0.41,Education,0
407849,55,82365,42010,574,18,0.21,Medical,0
407850,36,70407,45501,821,27,0.06,Auto,0
407851,61,176723,10256,653,11,0.31,Home Improvement,1
407852,50,142987,8769,811,0,0.18,Debt Consolidation,0
407853,55,71617,56925,619,18,0.25,Auto,0
407854,72,142479,54178,564,29,0.11,Medical,0
407855,37,169576,31058,693,34,0.1,Auto,0
407856,35,124553,33758,799,6,0.13,Education,0
407857,62,142964,52332,848,6,0.4,Education,0
407858,70,109871,13892,679,4,0.13,Education,0
407859,47,89941,6277,647,6,0.07,Business,0
407860,21,77411,25215,637,32,0.43,Education,0
407861,50,60986,36496,814,33,0.14,Auto,0
407862,50,149698,45741,784,20,0.08,Home Improvement,0
407863,25,137580,12249,667,7,0.54,Education,0
407864,21,154470,28814,552,22,0.28,Home Improvement,0
407865,24,97822,48466,764,33,0.41,Business,0
407866,31,67089,43679,806,22,0.13,Debt Consolidation,0
407867,33,67293,57689,555,10,0.28,Business,0
407868,30,179108,41544,632,9,0.31,Medical,0
407869,64,75095,44823,521,1,0.55,Education,1
407870,73,120516,33402,585,2,0.4,Education,0
407871,44,167365,37931,532,10,0.65,Home Improvement,1
407872,40,164599,57935,542,25,0.17,Auto,0
407873,38,95105,30966,648,23,0.07,Business,0
407874,43,94466,5900,555,13,0.42,Home Improvement,0
407875,61,153410,52548,660,26,0.32,Home Improvement,0
407876,62,71759,52041,628,6,0.58,Medical,0
407877,63,85703,10028,582,1,0.53,Debt Consolidation,0
407878,55,94404,52828,562,14,0.53,Debt Consolidation,0
407879,64,97616,46016,751,29,0.43,Education,0
407880,47,27399,54697,658,5,0.37,Debt Consolidation,0
407881,35,95794,36032,676,26,0.21,Business,0
407882,44,74767,38599,828,21,0.14,Business,0
407883,50,77395,48841,560,4,0.28,Debt Consolidation,1
407884,21,48772,30216,724,28,0.25,Medical,0
407885,61,173641,35027,813,33,0.22,Home Improvement,0
407886,23,141179,55409,604,16,0.64,Auto,0
407887,59,41086,29921,563,7,0.15,Business,0
407888,44,164809,30949,653,14,0.06,Auto,0
407889,52,72131,35610,736,15,0.09,Auto,0
407890,24,48227,23576,639,25,0.49,Auto,0
407891,54,150686,14385,642,17,0.24,Debt Consolidation,0
407892,21,74717,18040,742,6,0.51,Medical,0
407893,41,171970,43553,596,28,0.63,Debt Consolidation,0
407894,28,168021,50277,606,2,0.22,Medical,0
407895,66,124602,8921,548,7,0.19,Home Improvement,0
407896,32,150935,26411,549,20,0.29,Home Improvement,0
407897,21,75560,22157,741,6,0.09,Auto,0
407898,42,90346,24294,621,27,0.49,Home Improvement,1
407899,34,96032,42706,618,31,0.18,Medical,0
407900,45,65497,25674,764,33,0.45,Auto,0
407901,48,163073,43926,829,32,0.31,Debt Consolidation,0
407902,28,140443,40087,698,28,0.34,Medical,0
407903,60,53378,35631,762,18,0.59,Medical,1
407904,57,74593,56972,673,22,0.25,Debt Consolidation,0
407905,45,79379,46331,531,19,0.09,Auto,1
407906,43,56780,10128,792,23,0.34,Business,0
407907,64,88495,25739,821,2,0.52,Business,1
407908,57,117416,53096,535,13,0.42,Business,0
407909,61,139503,7017,626,25,0.37,Education,0
407910,36,159629,8050,693,0,0.61,Medical,0
407911,24,155524,32412,667,23,0.46,Education,0
407912,58,125164,31211,747,5,0.25,Medical,0
407913,56,32381,19994,752,3,0.55,Education,1
407914,53,170344,44229,623,28,0.29,Business,0
407915,65,156999,26971,633,8,0.52,Auto,1
407916,65,26000,45122,622,3,0.16,Education,0
407917,69,146366,39882,750,3,0.3,Home Improvement,0
407918,50,25127,30379,734,14,0.08,Home Improvement,0
407919,65,114751,53096,638,30,0.2,Home Improvement,0
407920,31,166862,28652,778,23,0.45,Medical,0
407921,70,43781,23173,659,21,0.29,Home Improvement,0
407922,67,25712,40906,587,29,0.23,Debt Consolidation,1
407923,33,78889,54403,623,34,0.42,Education,0
407924,64,117745,16080,782,25,0.09,Education,0
407925,24,90802,10359,672,1,0.37,Home Improvement,0
407926,44,164254,20518,687,14,0.47,Education,0
407927,53,136949,27906,520,27,0.34,Auto,0
407928,53,79838,57960,641,28,0.57,Auto,0
407929,32,44351,36320,624,27,0.57,Home Improvement,0
407930,41,77231,25558,631,13,0.6,Education,0
407931,53,62809,53945,591,3,0.2,Home Improvement,0
407932,66,97644,35209,843,21,0.08,Medical,0
407933,53,35776,10925,754,24,0.54,Education,0
407934,29,97195,2606,837,0,0.38,Debt Consolidation,0
407935,51,154090,57623,741,15,0.4,Debt Consolidation,0
407936,50,74002,9964,652,12,0.62,Education,0
407937,36,160467,36347,569,24,0.15,Education,0
407938,32,170173,59304,824,31,0.49,Debt Consolidation,1
407939,74,110975,16387,578,22,0.16,Auto,1
407940,68,143993,51694,720,22,0.55,Debt Consolidation,0
407941,29,153506,47357,741,32,0.13,Auto,0
407942,55,72120,25538,835,17,0.42,Auto,0
407943,73,30048,36483,770,5,0.53,Home Improvement,0
407944,63,115446,35709,651,1,0.19,Auto,0
407945,26,128327,43189,683,10,0.5,Home Improvement,0
407946,45,94033,26604,616,8,0.6,Debt Consolidation,0
407947,48,101021,35487,664,14,0.54,Medical,0
407948,43,101487,58164,805,10,0.29,Education,0
407949,49,169603,29463,527,6,0.53,Business,1
407950,42,37948,50580,715,21,0.44,Medical,0
407951,44,53266,50739,565,3,0.06,Debt Consolidation,0
407952,40,39659,3851,722,5,0.28,Auto,0
407953,47,59466,58273,729,6,0.13,Business,0
407954,59,110075,45522,615,31,0.21,Debt Consolidation,0
407955,53,75696,46769,748,14,0.48,Business,1
407956,39,31638,27924,591,3,0.27,Medical,1
407957,46,155057,14871,522,25,0.26,Business,1
407958,58,86357,6132,743,31,0.44,Medical,0
407959,23,29669,29211,726,30,0.37,Home Improvement,0
407960,43,134825,21546,669,30,0.32,Business,0
407961,65,175528,34326,653,27,0.21,Debt Consolidation,0
407962,47,112441,7994,530,20,0.2,Debt Consolidation,0
407963,47,132443,54782,664,26,0.58,Business,0
407964,30,83489,3746,790,8,0.14,Home Improvement,0
407965,44,141196,46263,539,27,0.18,Home Improvement,1
407966,69,100265,24641,637,9,0.4,Medical,0
407967,72,76106,23201,715,31,0.64,Medical,0
407968,57,46200,39731,725,20,0.44,Business,0
407969,61,38071,40727,830,25,0.39,Debt Consolidation,0
407970,22,28741,23660,562,27,0.56,Auto,0
407971,54,51375,33505,707,24,0.49,Debt Consolidation,0
407972,42,118966,25364,559,12,0.59,Education,1
407973,69,52660,5900,757,27,0.58,Medical,0
407974,70,84150,7052,650,6,0.29,Business,0
407975,22,116849,28237,843,30,0.42,Education,0
407976,48,64130,32888,764,16,0.1,Business,0
407977,61,152623,27752,530,11,0.35,Education,0
407978,60,59746,37648,542,17,0.47,Home Improvement,0
407979,62,108078,27324,813,18,0.59,Business,1
407980,44,27077,58013,611,17,0.32,Auto,1
407981,58,39861,28408,606,19,0.55,Medical,1
407982,60,81655,28477,757,4,0.52,Business,0
407983,42,117567,26520,663,13,0.23,Home Improvement,0
407984,23,153530,10880,658,13,0.46,Business,0
407985,62,40762,38863,571,6,0.56,Debt Consolidation,1
407986,57,55839,55806,681,32,0.22,Auto,0
407987,22,161851,47956,789,18,0.14,Medical,0
407988,43,71903,17767,800,21,0.12,Business,0
407989,33,42035,17173,646,4,0.11,Home Improvement,0
407990,35,162773,22944,834,9,0.24,Auto,0
407991,53,33027,42635,542,30,0.34,Medical,1
407992,65,130894,46154,637,22,0.41,Medical,0
407993,73,143522,47386,809,14,0.19,Auto,1
407994,33,57908,4589,635,2,0.3,Medical,0
407995,40,37311,58459,739,32,0.54,Debt Consolidation,0
407996,27,105730,6238,607,20,0.44,Education,0
407997,33,138392,31325,645,8,0.2,Business,0
407998,59,175121,50263,680,30,0.62,Home Improvement,0
407999,24,160634,34047,560,6,0.2,Business,1
408000,66,132670,13148,812,22,0.26,Medical,0
408001,47,76698,16107,725,23,0.22,Business,0
408002,52,153700,28602,805,10,0.09,Business,1
408003,22,141328,26403,687,33,0.46,Medical,0
408004,35,145796,16896,665,1,0.09,Home Improvement,0
408005,25,135628,58857,528,15,0.62,Home Improvement,0
408006,23,34335,35207,604,22,0.15,Education,1
408007,36,59116,49912,547,5,0.61,Debt Consolidation,0
408008,69,53139,32567,820,1,0.16,Debt Consolidation,0
408009,46,66014,32375,780,21,0.14,Education,0
408010,26,156816,2381,603,4,0.05,Education,0
408011,55,164531,44006,737,26,0.21,Debt Consolidation,0
408012,58,43854,18910,733,23,0.49,Business,0
408013,40,139722,49067,569,18,0.49,Education,1
408014,42,78109,49616,627,33,0.05,Home Improvement,0
408015,41,52966,38347,748,3,0.13,Auto,0
408016,52,133078,57505,620,2,0.09,Education,0
408017,21,171513,24064,784,33,0.2,Auto,0
408018,68,84841,10648,829,6,0.21,Business,0
408019,43,54976,34380,589,8,0.22,Auto,0
408020,38,41004,25873,605,0,0.5,Education,1
408021,37,60967,6657,524,27,0.16,Business,0
408022,57,43876,45340,637,7,0.23,Debt Consolidation,0
408023,51,179748,11229,767,9,0.25,Debt Consolidation,0
408024,49,30228,25065,565,24,0.1,Home Improvement,1
408025,74,46232,49583,624,26,0.63,Home Improvement,0
408026,33,151576,6994,599,2,0.05,Medical,0
408027,22,153657,59745,593,24,0.63,Business,0
408028,29,96392,55716,745,29,0.12,Auto,1
408029,52,53089,36078,569,15,0.25,Education,0
408030,42,52819,3313,580,34,0.37,Business,1
408031,62,157657,26873,757,20,0.64,Auto,0
408032,38,84841,5396,756,21,0.47,Auto,0
408033,38,159192,31374,567,3,0.4,Education,0
408034,39,165865,29167,753,32,0.32,Education,0
408035,65,53099,51022,814,30,0.58,Education,0
408036,58,94263,19108,565,32,0.37,Business,0
408037,51,31118,38589,774,19,0.16,Debt Consolidation,0
408038,49,58790,40426,596,11,0.21,Home Improvement,0
408039,44,122891,11440,638,29,0.44,Auto,0
408040,53,29619,19282,562,32,0.31,Auto,0
408041,70,39692,38050,570,26,0.61,Medical,0
408042,39,82294,13256,563,19,0.3,Medical,1
408043,36,118082,27600,540,20,0.48,Medical,0
408044,71,42796,20668,691,3,0.59,Business,0
408045,52,176048,41235,689,28,0.15,Debt Consolidation,0
408046,41,94910,47881,815,3,0.37,Medical,0
408047,50,146918,4266,835,10,0.37,Medical,0
408048,27,143641,8326,795,34,0.16,Home Improvement,0
408049,58,112505,33732,746,24,0.53,Debt Consolidation,1
408050,32,75642,10425,523,33,0.07,Business,1
408051,48,67750,37926,772,5,0.27,Debt Consolidation,0
408052,34,109333,35347,830,10,0.23,Education,0
408053,27,157018,21603,527,28,0.23,Education,1
408054,37,33532,35419,663,27,0.05,Business,0
408055,43,50224,30479,575,1,0.57,Medical,1
408056,33,134673,53294,804,34,0.2,Business,0
408057,40,27394,22040,658,2,0.43,Home Improvement,0
408058,25,153160,37532,696,27,0.42,Debt Consolidation,0
408059,26,31585,35697,746,1,0.15,Business,0
408060,33,66680,58032,759,11,0.32,Home Improvement,0
408061,62,107448,12997,838,5,0.22,Medical,0
408062,23,116658,37245,742,27,0.42,Home Improvement,1
408063,73,110990,49261,637,13,0.36,Auto,0
408064,51,155095,52094,683,22,0.06,Medical,0
408065,23,171974,48714,735,11,0.22,Business,0
408066,28,87396,13181,608,27,0.29,Medical,0
408067,27,46623,25558,843,9,0.57,Debt Consolidation,1
408068,70,29856,32450,596,6,0.54,Home Improvement,1
408069,66,134875,16544,668,7,0.59,Home Improvement,1
408070,27,136708,39384,672,16,0.41,Auto,0
408071,31,99299,34042,804,29,0.24,Education,0
408072,44,28306,24659,753,28,0.28,Debt Consolidation,0
408073,41,172330,31733,719,18,0.21,Business,0
408074,40,58066,6086,560,2,0.21,Debt Consolidation,1
408075,49,167265,23403,748,5,0.48,Auto,0
408076,62,115105,10159,700,7,0.49,Home Improvement,0
408077,30,55440,27028,792,14,0.28,Education,0
408078,69,61074,53956,811,6,0.29,Education,0
408079,36,73954,18641,671,11,0.41,Debt Consolidation,0
408080,30,164668,2778,634,0,0.38,Education,0
408081,58,135508,59501,653,15,0.32,Auto,0
408082,53,82066,22651,781,27,0.14,Auto,0
408083,25,129866,39722,587,11,0.09,Auto,0
408084,32,148553,34623,570,33,0.32,Home Improvement,0
408085,28,64676,35806,537,32,0.26,Education,0
408086,26,125308,17063,628,19,0.13,Business,0
408087,43,26602,23714,841,19,0.61,Debt Consolidation,0
408088,68,87755,54647,788,6,0.28,Auto,0
408089,62,135462,26448,625,24,0.48,Debt Consolidation,0
408090,23,141965,42371,597,12,0.23,Business,1
408091,58,91797,14955,565,33,0.08,Home Improvement,0
408092,49,105638,32535,668,17,0.58,Debt Consolidation,1
408093,54,169298,15243,529,15,0.56,Education,0
408094,24,43562,18152,677,27,0.07,Auto,0
408095,27,90874,8394,831,34,0.53,Medical,0
408096,41,112247,16033,695,18,0.63,Debt Consolidation,0
408097,64,98376,20602,828,19,0.08,Education,1
408098,30,33519,30084,727,31,0.54,Auto,0
408099,52,116435,27621,551,10,0.5,Medical,1
408100,45,94025,16846,776,29,0.21,Auto,0
408101,33,113740,34056,803,18,0.47,Home Improvement,1
408102,41,58276,9425,639,32,0.26,Debt Consolidation,0
408103,39,80562,25676,616,12,0.22,Education,1
408104,28,62745,18504,736,31,0.13,Debt Consolidation,0
408105,69,130494,46260,798,16,0.6,Auto,0
408106,60,170827,55090,616,2,0.32,Education,1
408107,70,179723,11157,769,4,0.2,Medical,0
408108,40,160918,27866,667,25,0.19,Auto,0
408109,28,140528,47398,562,6,0.22,Education,0
408110,36,110091,59450,737,17,0.4,Business,0
408111,68,76932,30622,751,12,0.45,Auto,0
408112,48,155698,31878,761,0,0.5,Home Improvement,0
408113,30,152997,29410,560,34,0.15,Medical,0
408114,65,114761,42754,812,22,0.3,Education,0
408115,41,40018,26745,640,19,0.06,Home Improvement,0
408116,74,164065,8807,755,28,0.1,Medical,0
408117,57,26716,48089,572,5,0.21,Auto,0
408118,64,111612,17867,839,12,0.05,Business,0
408119,35,94821,31664,818,22,0.13,Home Improvement,0
408120,26,110849,45473,848,3,0.31,Education,1
408121,61,85735,16764,670,14,0.28,Auto,1
408122,55,31328,44641,573,10,0.43,Medical,0
408123,41,77682,41532,719,21,0.16,Medical,0
408124,37,72168,33826,631,29,0.19,Home Improvement,0
408125,46,138725,26151,843,17,0.29,Debt Consolidation,0
408126,30,108469,16360,738,9,0.44,Home Improvement,0
408127,54,86415,31991,570,4,0.62,Home Improvement,1
408128,27,31402,58894,796,30,0.43,Home Improvement,0
408129,52,177532,25742,541,32,0.05,Medical,0
408130,24,101201,45454,567,17,0.55,Medical,0
408131,30,157785,43919,542,6,0.24,Home Improvement,0
408132,59,166287,26456,525,24,0.2,Education,0
408133,64,39977,12274,651,20,0.47,Education,0
408134,35,134130,3179,747,33,0.49,Medical,1
408135,68,80939,22876,648,22,0.32,Home Improvement,0
408136,55,39727,28216,722,15,0.38,Auto,0
408137,53,72928,42927,696,26,0.46,Auto,0
408138,45,102154,47910,536,12,0.63,Business,0
408139,67,146795,50843,823,12,0.45,Education,0
408140,67,159893,21545,576,24,0.19,Auto,0
408141,31,27124,44239,638,32,0.48,Education,0
408142,54,87864,28867,669,16,0.5,Education,0
408143,56,64442,54500,663,24,0.09,Medical,0
408144,37,173018,45319,665,17,0.07,Medical,0
408145,32,55794,46936,837,17,0.56,Debt Consolidation,0
408146,36,141213,22085,621,15,0.08,Home Improvement,0
408147,53,53302,37629,752,26,0.15,Debt Consolidation,0
408148,46,88741,29796,552,9,0.6,Home Improvement,1
408149,30,142207,34745,796,23,0.11,Auto,0
408150,33,164583,52030,792,23,0.17,Education,0
408151,38,125611,39206,685,0,0.12,Business,0
408152,41,109868,10766,623,31,0.41,Debt Consolidation,0
408153,67,125100,34796,840,18,0.5,Home Improvement,0
408154,62,47687,36368,609,8,0.56,Debt Consolidation,1
408155,43,136977,5720,581,4,0.19,Home Improvement,0
408156,67,94046,58770,835,21,0.11,Home Improvement,0
408157,43,51257,39768,630,23,0.59,Business,0
408158,56,139149,16615,582,29,0.23,Education,0
408159,25,100613,15803,617,11,0.53,Auto,1
408160,59,75080,5547,803,15,0.62,Debt Consolidation,0
408161,65,73877,57030,655,11,0.06,Home Improvement,0
408162,35,113873,18655,721,20,0.42,Home Improvement,0
408163,44,102024,8342,730,10,0.5,Home Improvement,0
408164,32,37848,38368,709,20,0.41,Auto,0
408165,39,131301,21428,529,1,0.52,Business,0
408166,53,101989,37873,571,26,0.59,Debt Consolidation,1
408167,45,40356,51426,559,24,0.14,Home Improvement,0
408168,70,76052,5855,849,10,0.22,Auto,0
408169,58,99513,27229,580,16,0.15,Home Improvement,0
408170,33,171591,53793,830,32,0.14,Business,0
408171,44,37859,23592,763,34,0.36,Business,0
408172,59,165879,44044,632,19,0.41,Business,0
408173,23,97695,24070,694,25,0.31,Auto,0
408174,73,162370,32543,803,14,0.55,Auto,0
408175,32,121455,20382,733,18,0.36,Debt Consolidation,0
408176,57,109997,59643,796,0,0.3,Debt Consolidation,0
408177,22,84510,30082,624,24,0.43,Debt Consolidation,0
408178,40,73486,15080,812,33,0.53,Education,0
408179,60,138323,38063,687,31,0.53,Education,0
408180,54,68782,58856,645,12,0.16,Medical,0
408181,42,153966,44299,744,18,0.09,Debt Consolidation,0
408182,35,140202,23784,822,20,0.44,Education,0
408183,53,61313,40078,582,17,0.27,Home Improvement,0
408184,22,152066,12467,754,7,0.48,Medical,0
408185,55,127447,7939,702,18,0.34,Medical,0
408186,54,179277,12851,707,20,0.46,Auto,1
408187,47,141480,35912,581,34,0.19,Business,1
408188,51,175304,42700,732,20,0.35,Home Improvement,0
408189,33,37752,12343,574,2,0.34,Business,1
408190,73,144135,26911,522,29,0.1,Auto,0
408191,50,47824,30111,791,30,0.49,Education,0
408192,46,74911,20565,572,2,0.57,Home Improvement,1
408193,44,137375,30581,574,29,0.05,Education,1
